Entity,Code,Day,people_vaccinated_per_hundred
Mississippi,,2021-03-05,15.57
Mississippi,,2021-03-06,16.15
Mississippi,,2021-03-07,16.75
Mississippi,,2021-03-08,17.02
Mississippi,,2021-03-09,17.11
Mississippi,,2021-03-10,17.58
Mississippi,,2021-03-11,18.1
Mississippi,,2021-03-12,18.13
Mississippi,,2021-03-13,19.79
Mississippi,,2021-03-14,19.8
Mississippi,,2021-03-15,19.94
Mississippi,,2021-03-16,20
Mississippi,,2021-03-17,20.32
Mississippi,,2021-03-18,20.75
Mississippi,,2021-03-19,20.94
Mississippi,,2021-03-20,21.42
Mississippi,,2021-03-21,21.91
Mississippi,,2021-03-22,22.03
Mississippi,,2021-03-23,22.07
Mississippi,,2021-03-24,22.41
Mississippi,,2021-03-25,22.84
Mississippi,,2021-03-26,22.85
Mississippi,,2021-03-27,23.64
Mississippi,,2021-03-28,23.67
Mississippi,,2021-03-29,24.28
Mississippi,,2021-03-30,24.35
Mississippi,,2021-03-31,24.69
Mississippi,,2021-04-01,24.72
Mississippi,,2021-04-02,25.15
Mississippi,,2021-04-03,25.54
Mississippi,,2021-04-04,25.9
Mississippi,,2021-04-05,25.91
Mississippi,,2021-04-06,26.02
Mississippi,,2021-04-07,26.3
Mississippi,,2021-04-08,26.66
Mississippi,,2021-04-09,27.07
Mississippi,,2021-04-10,27.46
Mississippi,,2021-04-11,27.88
Mississippi,,2021-04-12,27.9
Mississippi,,2021-04-13,28.07
Mississippi,,2021-04-14,28.36
Mississippi,,2021-04-15,28.62
Mississippi,,2021-04-16,28.89
Mississippi,,2021-04-17,28.91
Mississippi,,2021-04-18,29.41
Mississippi,,2021-04-19,29.42
Mississippi,,2021-04-20,29.51
Mississippi,,2021-04-21,29.68
Mississippi,,2021-04-22,29.98
Mississippi,,2021-04-23,30.17
Mississippi,,2021-04-24,30.19
Mississippi,,2021-04-25,30.2
Mississippi,,2021-04-26,30.21
Mississippi,,2021-04-27,30.63
Mississippi,,2021-04-28,30.74
Mississippi,,2021-04-29,30.75
Mississippi,,2021-04-30,31.1
Mississippi,,2021-05-01,31.11
Mississippi,,2021-05-02,31.11
Mississippi,,2021-05-03,31.12
Mississippi,,2021-05-04,31.43
Mississippi,,2021-05-05,31.55
Mississippi,,2021-05-06,31.58
Mississippi,,2021-05-07,31.84
Mississippi,,2021-05-08,31.97
Mississippi,,2021-05-09,31.98
Mississippi,,2021-05-10,31.98
Mississippi,,2021-05-11,32.25
Mississippi,,2021-05-12,32.25
Mississippi,,2021-05-13,32.26
Mississippi,,2021-05-14,32.44
Mississippi,,2021-05-15,32.45
Mississippi,,2021-05-16,32.46
Mississippi,,2021-05-17,32.47
Mississippi,,2021-05-18,32.78
Mississippi,,2021-05-19,32.87
Mississippi,,2021-05-20,33.04
Mississippi,,2021-05-21,33.17
Mississippi,,2021-05-22,33.19
Mississippi,,2021-05-23,33.2
Mississippi,,2021-05-24,33.2
Mississippi,,2021-05-25,33.62
Mississippi,,2021-05-26,33.71
Mississippi,,2021-05-27,33.72
Mississippi,,2021-05-28,33.94
Mississippi,,2021-05-29,33.95
Mississippi,,2021-05-30,33.96
Mississippi,,2021-06-01,33.97
Mississippi,,2021-06-02,34.27
Mississippi,,2021-06-03,34.32
Mississippi,,2021-06-04,34.33
Mississippi,,2021-06-05,34.34
Mississippi,,2021-06-06,34.34
Mississippi,,2021-06-07,34.35
Mississippi,,2021-06-08,34.72
Mississippi,,2021-06-09,34.79
Mississippi,,2021-06-10,34.88
Mississippi,,2021-06-11,34.88
Mississippi,,2021-06-12,34.89
Mississippi,,2021-06-13,34.9
Mississippi,,2021-06-14,34.9
Mississippi,,2021-06-15,35.2
Mississippi,,2021-06-16,35.2
Mississippi,,2021-06-17,35.35
Mississippi,,2021-06-18,35.43
Mississippi,,2021-06-19,35.44
Mississippi,,2021-06-20,35.44
Mississippi,,2021-06-21,35.44
Mississippi,,2021-06-22,35.66
Missouri,,2021-01-12,1.76
Missouri,,2021-01-13,1.76
Missouri,,2021-01-14,2.37
Missouri,,2021-01-15,2.5
Missouri,,2021-01-19,3.09
Missouri,,2021-01-20,3.16
Missouri,,2021-01-21,3.34
Missouri,,2021-01-22,3.55
Missouri,,2021-01-23,3.61
Missouri,,2021-01-24,3.96
Missouri,,2021-01-25,4.21
Missouri,,2021-01-26,4.27
Missouri,,2021-01-27,4.51
Missouri,,2021-01-28,4.8
Missouri,,2021-01-29,5.1
Missouri,,2021-01-30,5.1
Missouri,,2021-01-31,5.55
Missouri,,2021-02-01,5.79
Missouri,,2021-02-02,5.85
Missouri,,2021-02-03,6.05
Missouri,,2021-02-04,6.33
Missouri,,2021-02-05,6.73
Missouri,,2021-02-06,7.31
Missouri,,2021-02-07,7.78
Missouri,,2021-02-08,7.99
Missouri,,2021-02-09,8.03
Missouri,,2021-02-10,8.27
Missouri,,2021-02-11,8.55
Missouri,,2021-02-12,8.75
Missouri,,2021-02-13,9.65
Missouri,,2021-02-14,9.99
Missouri,,2021-02-16,10.28
Missouri,,2021-02-17,10.39
Missouri,,2021-02-18,10.54
Missouri,,2021-02-19,11.55
Missouri,,2021-02-20,11.8
Missouri,,2021-02-21,12.01
Missouri,,2021-02-22,11.69
Missouri,,2021-02-23,11.74
Missouri,,2021-02-24,11.93
Missouri,,2021-02-25,12.14
Missouri,,2021-02-26,12.62
Missouri,,2021-02-27,13.13
Missouri,,2021-02-28,13.15
Missouri,,2021-03-01,14.1
Missouri,,2021-03-02,14.21
Missouri,,2021-03-03,14.56
Missouri,,2021-03-04,14.95
Missouri,,2021-03-05,15.4
Missouri,,2021-03-06,15.91
Missouri,,2021-03-07,16.42
Missouri,,2021-03-08,16.74
Missouri,,2021-03-09,16.92
Missouri,,2021-03-10,17.28
Missouri,,2021-03-11,17.69
Missouri,,2021-03-12,18.09
Missouri,,2021-03-13,19.34
Missouri,,2021-03-14,19.37
Missouri,,2021-03-15,19.64
Missouri,,2021-03-16,19.76
Missouri,,2021-03-17,20.14
Missouri,,2021-03-18,20.68
Missouri,,2021-03-19,21.14
Missouri,,2021-03-20,21.75
Missouri,,2021-03-21,22.34
Missouri,,2021-03-22,22.61
Missouri,,2021-03-23,22.79
Missouri,,2021-03-24,23.19
Missouri,,2021-03-25,23.66
Missouri,,2021-03-26,24
Missouri,,2021-03-27,24.46
Missouri,,2021-03-28,24.92
Missouri,,2021-03-29,25.17
Missouri,,2021-03-30,25.26
Missouri,,2021-03-31,25.55
Missouri,,2021-04-01,25.93
Missouri,,2021-04-02,26.82
Missouri,,2021-04-03,27.61
Missouri,,2021-04-04,28.11
Missouri,,2021-04-05,28.52
Missouri,,2021-04-06,28.58
Missouri,,2021-04-07,28.97
Missouri,,2021-04-08,29.52
Missouri,,2021-04-09,29.95
Missouri,,2021-04-10,30.47
Missouri,,2021-04-11,30.98
Missouri,,2021-04-12,31.47
Missouri,,2021-04-13,31.96
Missouri,,2021-04-14,32.2
Missouri,,2021-04-15,32.59
Missouri,,2021-04-16,33.11
Missouri,,2021-04-17,33.7
Missouri,,2021-04-18,34.3
Missouri,,2021-04-19,34.51
Missouri,,2021-04-20,34.59
Missouri,,2021-04-21,34.89
Missouri,,2021-04-22,35.24
Missouri,,2021-04-23,35.56
Missouri,,2021-04-24,35.77
Missouri,,2021-04-25,36.35
Missouri,,2021-04-26,36.91
Missouri,,2021-04-27,37.06
Missouri,,2021-04-28,37.21
Missouri,,2021-04-29,37.45
Missouri,,2021-04-30,37.65
Missouri,,2021-05-01,37.87
Missouri,,2021-05-02,38.07
Missouri,,2021-05-03,38.16
Missouri,,2021-05-04,38.21
Missouri,,2021-05-05,38.32
Missouri,,2021-05-06,38.48
Missouri,,2021-05-07,38.64
Missouri,,2021-05-08,38.79
Missouri,,2021-05-09,38.92
Missouri,,2021-05-10,39.11
Missouri,,2021-05-11,39.22
Missouri,,2021-05-12,39.32
Missouri,,2021-05-13,39.43
Missouri,,2021-05-14,39.52
Missouri,,2021-05-15,39.65
Missouri,,2021-05-16,39.96
Missouri,,2021-05-17,40.13
Missouri,,2021-05-18,40.22
Missouri,,2021-05-19,40.37
Missouri,,2021-05-20,40.59
Missouri,,2021-05-21,40.83
Missouri,,2021-05-22,41.15
Missouri,,2021-05-23,41.3
Missouri,,2021-05-24,41.47
Missouri,,2021-05-25,41.54
Missouri,,2021-05-26,41.64
Missouri,,2021-05-27,41.78
Missouri,,2021-05-28,41.91
Missouri,,2021-05-29,42.03
Missouri,,2021-05-30,42.16
Missouri,,2021-06-01,42.28
Missouri,,2021-06-02,42.33
Missouri,,2021-06-03,42.41
Missouri,,2021-06-04,42.5
Missouri,,2021-06-05,42.51
Missouri,,2021-06-06,42.72
Missouri,,2021-06-07,42.8
Missouri,,2021-06-08,42.86
Missouri,,2021-06-09,42.96
Missouri,,2021-06-10,43.08
Missouri,,2021-06-11,43.08
Missouri,,2021-06-12,43.23
Missouri,,2021-06-13,43.34
Missouri,,2021-06-14,43.41
Missouri,,2021-06-15,43.48
Missouri,,2021-06-16,43.49
Missouri,,2021-06-17,43.7
Missouri,,2021-06-18,44
Missouri,,2021-06-19,44.07
Missouri,,2021-06-20,44.14
Missouri,,2021-06-21,44.15
Missouri,,2021-06-22,44.18
Montana,,2021-01-12,2.89
Montana,,2021-01-13,2.98
Montana,,2021-01-14,3.66
Montana,,2021-01-15,3.85
Montana,,2021-01-19,4.42
Montana,,2021-01-20,4.5
Montana,,2021-01-21,4.72
Montana,,2021-01-22,5.09
Montana,,2021-01-23,5.55
Montana,,2021-01-24,5.85
Montana,,2021-01-25,5.92
Montana,,2021-01-26,5.94
Montana,,2021-01-27,6.15
Montana,,2021-01-28,6.37
Montana,,2021-01-29,6.69
Montana,,2021-01-30,7.06
Montana,,2021-01-31,7.45
Montana,,2021-02-01,7.54
Montana,,2021-02-02,7.62
Montana,,2021-02-03,7.85
Montana,,2021-02-04,8.14
Montana,,2021-02-05,8.57
Montana,,2021-02-06,9.02
Montana,,2021-02-07,9.47
Montana,,2021-02-08,9.58
Montana,,2021-02-09,9.63
Montana,,2021-02-10,9.92
Montana,,2021-02-11,10.22
Montana,,2021-02-12,10.8
Montana,,2021-02-13,11.42
Montana,,2021-02-14,11.94
Montana,,2021-02-16,12.25
Montana,,2021-02-17,12.43
Montana,,2021-02-18,12.76
Montana,,2021-02-19,14.78
Montana,,2021-02-20,15.12
Montana,,2021-02-21,15.48
Montana,,2021-02-22,15.77
Montana,,2021-02-23,15.9
Montana,,2021-02-24,16.04
Montana,,2021-02-25,16.3
Montana,,2021-02-26,16.77
Montana,,2021-02-27,17.21
Montana,,2021-02-28,17.66
Montana,,2021-03-01,17.88
Montana,,2021-03-02,17.94
Montana,,2021-03-03,18.23
Montana,,2021-03-04,18.68
Montana,,2021-03-05,19.22
Montana,,2021-03-06,19.72
Montana,,2021-03-07,20.32
Montana,,2021-03-08,20.51
Montana,,2021-03-09,20.65
Montana,,2021-03-10,21.03
Montana,,2021-03-11,21.59
Montana,,2021-03-12,22.18
Montana,,2021-03-13,22.8
Montana,,2021-03-14,23.5
Montana,,2021-03-15,23.62
Montana,,2021-03-16,23.8
Montana,,2021-03-17,24.14
Montana,,2021-03-18,24.62
Montana,,2021-03-19,25.18
Montana,,2021-03-20,25.79
Montana,,2021-03-21,26.39
Montana,,2021-03-22,26.63
Montana,,2021-03-23,26.65
Montana,,2021-03-24,27.15
Montana,,2021-03-25,27.73
Montana,,2021-03-26,28.36
Montana,,2021-03-27,29.05
Montana,,2021-03-28,29.57
Montana,,2021-03-29,29.7
Montana,,2021-03-30,29.84
Montana,,2021-03-31,30.64
Montana,,2021-04-01,31.25
Montana,,2021-04-02,31.85
Montana,,2021-04-03,32.42
Montana,,2021-04-04,33.02
Montana,,2021-04-05,33.19
Montana,,2021-04-06,33.26
Montana,,2021-04-07,33.75
Montana,,2021-04-08,34.46
Montana,,2021-04-09,35.16
Montana,,2021-04-10,35.82
Montana,,2021-04-11,36.32
Montana,,2021-04-12,36.52
Montana,,2021-04-13,36.67
Montana,,2021-04-14,36.74
Montana,,2021-04-15,37.21
Montana,,2021-04-16,37.69
Montana,,2021-04-17,38.04
Montana,,2021-04-18,38.07
Montana,,2021-04-19,38.51
Montana,,2021-04-20,38.55
Montana,,2021-04-21,38.77
Montana,,2021-04-22,39.12
Montana,,2021-04-23,39.46
Montana,,2021-04-24,39.73
Montana,,2021-04-25,39.93
Montana,,2021-04-26,40
Montana,,2021-04-27,40.04
Montana,,2021-04-28,40.19
Montana,,2021-04-29,40.44
Montana,,2021-04-30,40.71
Montana,,2021-05-01,41.04
Montana,,2021-05-02,41.21
Montana,,2021-05-03,41.24
Montana,,2021-05-04,41.26
Montana,,2021-05-05,41.36
Montana,,2021-05-06,41.54
Montana,,2021-05-07,41.75
Montana,,2021-05-08,41.9
Montana,,2021-05-09,42.06
Montana,,2021-05-10,42.14
Montana,,2021-05-11,42.2
Montana,,2021-05-12,42.28
Montana,,2021-05-13,42.43
Montana,,2021-05-14,42.58
Montana,,2021-05-15,42.84
Montana,,2021-05-16,43.04
Montana,,2021-05-17,43.04
Montana,,2021-05-18,43.19
Montana,,2021-05-19,43.37
Montana,,2021-05-20,43.64
Montana,,2021-05-21,43.88
Montana,,2021-05-22,44.16
Montana,,2021-05-23,44.18
Montana,,2021-05-24,44.48
Montana,,2021-05-25,44.52
Montana,,2021-05-26,44.63
Montana,,2021-05-27,44.8
Montana,,2021-05-28,44.96
Montana,,2021-05-29,45.11
Montana,,2021-05-30,45.23
Montana,,2021-06-01,45.31
Montana,,2021-06-02,45.33
Montana,,2021-06-03,45.35
Montana,,2021-06-04,45.36
Montana,,2021-06-05,45.38
Montana,,2021-06-06,45.77
Montana,,2021-06-07,45.78
Montana,,2021-06-08,46.19
Montana,,2021-06-09,46.26
Montana,,2021-06-10,46.36
Montana,,2021-06-11,46.36
Montana,,2021-06-12,46.47
Montana,,2021-06-13,46.55
Montana,,2021-06-14,46.56
Montana,,2021-06-15,46.66
Montana,,2021-06-16,46.66
Montana,,2021-06-17,46.91
Montana,,2021-06-18,46.99
Montana,,2021-06-19,47.07
Montana,,2021-06-20,47.13
Montana,,2021-06-21,47.16
Montana,,2021-06-22,47.18
Nebraska,,2021-01-12,3.41
Nebraska,,2021-01-13,3.57
Nebraska,,2021-01-14,3.73
Nebraska,,2021-01-15,4.02
Nebraska,,2021-01-19,4.6
Nebraska,,2021-01-20,4.71
Nebraska,,2021-01-21,4.9
Nebraska,,2021-01-22,5.15
Nebraska,,2021-01-23,5.36
Nebraska,,2021-01-24,5.68
Nebraska,,2021-01-25,5.72
Nebraska,,2021-01-26,5.75
Nebraska,,2021-01-27,5.9
Nebraska,,2021-01-28,6.04
Nebraska,,2021-01-29,6.21
Nebraska,,2021-01-30,6.48
Nebraska,,2021-01-31,6.88
Nebraska,,2021-02-01,6.94
Nebraska,,2021-02-02,6.97
Nebraska,,2021-02-03,7.15
Nebraska,,2021-02-04,7.32
Nebraska,,2021-02-05,7.63
Nebraska,,2021-02-06,8.12
Nebraska,,2021-02-07,8.45
Nebraska,,2021-02-08,8.53
Nebraska,,2021-02-09,8.57
Nebraska,,2021-02-10,8.74
Nebraska,,2021-02-11,8.93
Nebraska,,2021-02-12,9.28
Nebraska,,2021-02-13,9.75
Nebraska,,2021-02-14,10.11
Nebraska,,2021-02-16,10.27
Nebraska,,2021-02-17,10.4
Nebraska,,2021-02-18,10.69
Nebraska,,2021-02-19,12.16
Nebraska,,2021-02-20,12.62
Nebraska,,2021-02-21,13.03
Nebraska,,2021-02-22,13.34
Nebraska,,2021-02-23,13.73
Nebraska,,2021-02-24,14.03
Nebraska,,2021-02-25,14.53
Nebraska,,2021-02-26,15.16
Nebraska,,2021-02-27,15.21
Nebraska,,2021-02-28,16.02
Nebraska,,2021-03-01,16.08
Nebraska,,2021-03-02,16.38
Nebraska,,2021-03-03,16.72
Nebraska,,2021-03-04,17.17
Nebraska,,2021-03-05,17.79
Nebraska,,2021-03-06,17.82
Nebraska,,2021-03-07,18.41
Nebraska,,2021-03-08,19.2
Nebraska,,2021-03-09,20.04
Nebraska,,2021-03-10,20.51
Nebraska,,2021-03-11,21.26
Nebraska,,2021-03-12,21.81
Nebraska,,2021-03-13,22.17
Nebraska,,2021-03-14,22.18
Nebraska,,2021-03-15,22.97
Nebraska,,2021-03-16,23.25
Nebraska,,2021-03-17,23.65
Nebraska,,2021-03-18,24.15
Nebraska,,2021-03-19,24.82
Nebraska,,2021-03-20,24.86
Nebraska,,2021-03-21,25.72
Nebraska,,2021-03-22,26.64
Nebraska,,2021-03-23,26.88
Nebraska,,2021-03-24,27.38
Nebraska,,2021-03-25,27.96
Nebraska,,2021-03-26,28.57
Nebraska,,2021-03-27,28.62
Nebraska,,2021-03-28,29.4
Nebraska,,2021-03-29,29.93
Nebraska,,2021-03-30,30.24
Nebraska,,2021-03-31,30.79
Nebraska,,2021-04-01,31.62
Nebraska,,2021-04-02,32.44
Nebraska,,2021-04-03,32.48
Nebraska,,2021-04-04,32.93
Nebraska,,2021-04-05,33.34
Nebraska,,2021-04-06,33.67
Nebraska,,2021-04-07,34.29
Nebraska,,2021-04-08,35.02
Nebraska,,2021-04-09,36.15
Nebraska,,2021-04-10,36.18
Nebraska,,2021-04-11,36.72
Nebraska,,2021-04-12,37.18
Nebraska,,2021-04-13,38.33
Nebraska,,2021-04-14,38.94
Nebraska,,2021-04-15,39.4
Nebraska,,2021-04-16,40.11
Nebraska,,2021-04-17,40.12
Nebraska,,2021-04-18,40.38
Nebraska,,2021-04-19,40.81
Nebraska,,2021-04-20,41.22
Nebraska,,2021-04-21,41.39
Nebraska,,2021-04-22,41.82
Nebraska,,2021-04-23,41.96
Nebraska,,2021-04-24,42.05
Nebraska,,2021-04-25,42.06
Nebraska,,2021-04-26,42.58
Nebraska,,2021-04-27,42.58
Nebraska,,2021-04-28,42.88
Nebraska,,2021-04-29,43.08
Nebraska,,2021-04-30,43.09
Nebraska,,2021-05-01,43.1
Nebraska,,2021-05-02,43.4
Nebraska,,2021-05-03,43.66
Nebraska,,2021-05-04,43.66
Nebraska,,2021-05-05,43.8
Nebraska,,2021-05-06,43.98
Nebraska,,2021-05-07,44.14
Nebraska,,2021-05-08,44.32
Nebraska,,2021-05-09,44.91
Nebraska,,2021-05-10,45.04
Nebraska,,2021-05-11,45.25
Nebraska,,2021-05-12,45.25
Nebraska,,2021-05-13,45.37
Nebraska,,2021-05-14,45.48
Nebraska,,2021-05-15,45.49
Nebraska,,2021-05-16,45.49
Nebraska,,2021-05-17,46.01
Nebraska,,2021-05-18,46.15
Nebraska,,2021-05-19,46.16
Nebraska,,2021-05-20,46.47
Nebraska,,2021-05-21,46.47
Nebraska,,2021-05-22,47.08
Nebraska,,2021-05-23,47.27
Nebraska,,2021-05-24,47.27
Nebraska,,2021-05-25,47.51
Nebraska,,2021-05-26,47.51
Nebraska,,2021-05-27,47.84
Nebraska,,2021-05-28,47.85
Nebraska,,2021-05-29,48.23
Nebraska,,2021-05-30,48.24
Nebraska,,2021-06-01,48.52
Nebraska,,2021-06-02,48.57
Nebraska,,2021-06-03,48.57
Nebraska,,2021-06-04,48.79
Nebraska,,2021-06-05,48.8
Nebraska,,2021-06-06,48.93
Nebraska,,2021-06-07,48.94
Nebraska,,2021-06-08,49.19
Nebraska,,2021-06-09,49.27
Nebraska,,2021-06-10,49.39
Nebraska,,2021-06-11,49.39
Nebraska,,2021-06-12,49.53
Nebraska,,2021-06-13,49.65
Nebraska,,2021-06-14,49.65
Nebraska,,2021-06-15,49.82
Nebraska,,2021-06-16,49.82
Nebraska,,2021-06-17,49.98
Nebraska,,2021-06-18,50.06
Nebraska,,2021-06-19,50.07
Nebraska,,2021-06-20,50.07
Nebraska,,2021-06-21,50.08
Nebraska,,2021-06-22,50.4
Nevada,,2021-01-12,1.02
Nevada,,2021-01-13,1.02
Nevada,,2021-01-14,2.02
Nevada,,2021-01-15,2.2
Nevada,,2021-01-19,2.77
Nevada,,2021-01-20,2.89
Nevada,,2021-01-21,3.11
Nevada,,2021-01-22,3.42
Nevada,,2021-01-23,3.74
Nevada,,2021-01-24,4.2
Nevada,,2021-01-25,4.44
Nevada,,2021-01-26,4.58
Nevada,,2021-01-27,4.85
Nevada,,2021-01-28,5.44
Nevada,,2021-01-29,5.84
Nevada,,2021-01-30,6.21
Nevada,,2021-01-31,6.68
Nevada,,2021-02-01,6.88
Nevada,,2021-02-02,6.96
Nevada,,2021-02-03,7.69
Nevada,,2021-02-04,7.93
Nevada,,2021-02-05,8.21
Nevada,,2021-02-06,8.57
Nevada,,2021-02-07,8.75
Nevada,,2021-02-08,9.03
Nevada,,2021-02-09,9.16
Nevada,,2021-02-10,9.46
Nevada,,2021-02-11,9.72
Nevada,,2021-02-12,10.02
Nevada,,2021-02-13,10.34
Nevada,,2021-02-14,10.64
Nevada,,2021-02-16,10.92
Nevada,,2021-02-17,11.06
Nevada,,2021-02-18,11.25
Nevada,,2021-02-19,12.37
Nevada,,2021-02-20,12.79
Nevada,,2021-02-21,12.99
Nevada,,2021-02-22,13.03
Nevada,,2021-02-23,13.18
Nevada,,2021-02-24,13.31
Nevada,,2021-02-25,13.59
Nevada,,2021-02-26,13.88
Nevada,,2021-02-27,14.2
Nevada,,2021-02-28,14.54
Nevada,,2021-03-01,14.89
Nevada,,2021-03-02,15.02
Nevada,,2021-03-03,15.21
Nevada,,2021-03-04,15.53
Nevada,,2021-03-05,16.02
Nevada,,2021-03-06,16.53
Nevada,,2021-03-07,17.11
Nevada,,2021-03-08,17.51
Nevada,,2021-03-09,17.69
Nevada,,2021-03-10,17.96
Nevada,,2021-03-11,18.47
Nevada,,2021-03-12,19.02
Nevada,,2021-03-13,19.6
Nevada,,2021-03-14,20.22
Nevada,,2021-03-15,20.78
Nevada,,2021-03-16,20.91
Nevada,,2021-03-17,21.16
Nevada,,2021-03-18,21.82
Nevada,,2021-03-19,22.39
Nevada,,2021-03-20,23.05
Nevada,,2021-03-21,23.66
Nevada,,2021-03-22,24.11
Nevada,,2021-03-23,24.24
Nevada,,2021-03-24,24.6
Nevada,,2021-03-25,25.22
Nevada,,2021-03-26,25.79
Nevada,,2021-03-27,26.39
Nevada,,2021-03-28,26.91
Nevada,,2021-03-29,27.36
Nevada,,2021-03-30,27.46
Nevada,,2021-03-31,27.72
Nevada,,2021-04-01,28.26
Nevada,,2021-04-02,28.69
Nevada,,2021-04-03,29.22
Nevada,,2021-04-04,29.67
Nevada,,2021-04-05,30.02
Nevada,,2021-04-06,30.1
Nevada,,2021-04-07,30.43
Nevada,,2021-04-08,31.08
Nevada,,2021-04-09,31.89
Nevada,,2021-04-10,32.67
Nevada,,2021-04-11,33.4
Nevada,,2021-04-12,33.95
Nevada,,2021-04-13,34.11
Nevada,,2021-04-14,34.42
Nevada,,2021-04-15,35.01
Nevada,,2021-04-16,35.52
Nevada,,2021-04-17,36.03
Nevada,,2021-04-18,36.49
Nevada,,2021-04-19,36.78
Nevada,,2021-04-20,36.89
Nevada,,2021-04-21,37.09
Nevada,,2021-04-22,37.41
Nevada,,2021-04-23,37.73
Nevada,,2021-04-24,38.08
Nevada,,2021-04-25,38.44
Nevada,,2021-04-26,38.73
Nevada,,2021-04-27,38.84
Nevada,,2021-04-28,39.02
Nevada,,2021-04-29,39.3
Nevada,,2021-04-30,39.59
Nevada,,2021-05-01,39.88
Nevada,,2021-05-02,40.1
Nevada,,2021-05-03,40.22
Nevada,,2021-05-04,40.24
Nevada,,2021-05-05,40.36
Nevada,,2021-05-06,40.64
Nevada,,2021-05-07,40.89
Nevada,,2021-05-08,41.06
Nevada,,2021-05-09,41.29
Nevada,,2021-05-10,41.52
Nevada,,2021-05-11,41.67
Nevada,,2021-05-12,41.78
Nevada,,2021-05-13,41.96
Nevada,,2021-05-14,42.1
Nevada,,2021-05-15,42.32
Nevada,,2021-05-16,42.56
Nevada,,2021-05-17,42.71
Nevada,,2021-05-18,42.84
Nevada,,2021-05-19,43.01
Nevada,,2021-05-20,43.28
Nevada,,2021-05-21,43.6
Nevada,,2021-05-22,43.98
Nevada,,2021-05-23,44.21
Nevada,,2021-05-24,44.38
Nevada,,2021-05-25,44.48
Nevada,,2021-05-26,44.62
Nevada,,2021-05-27,44.84
Nevada,,2021-05-28,45.06
Nevada,,2021-05-29,45.27
Nevada,,2021-05-30,45.47
Nevada,,2021-06-01,45.71
Nevada,,2021-06-02,45.79
Nevada,,2021-06-03,45.91
Nevada,,2021-06-04,46.07
Nevada,,2021-06-05,46.08
Nevada,,2021-06-06,46.26
Nevada,,2021-06-07,46.55
Nevada,,2021-06-08,46.64
Nevada,,2021-06-09,46.64
Nevada,,2021-06-10,46.73
Nevada,,2021-06-11,46.9
Nevada,,2021-06-12,47.19
Nevada,,2021-06-13,47.33
Nevada,,2021-06-14,47.43
Nevada,,2021-06-15,47.51
Nevada,,2021-06-16,47.72
Nevada,,2021-06-17,47.82
Nevada,,2021-06-18,47.96
Nevada,,2021-06-19,48.08
Nevada,,2021-06-20,48.16
Nevada,,2021-06-21,48.3
Nevada,,2021-06-22,48.36
New Hampshire,,2021-01-12,0.85
New Hampshire,,2021-01-13,0.94
New Hampshire,,2021-01-14,3.96
New Hampshire,,2021-01-15,4.18
New Hampshire,,2021-01-19,4.74
New Hampshire,,2021-01-20,4.95
New Hampshire,,2021-01-21,5.17
New Hampshire,,2021-01-22,5.37
New Hampshire,,2021-01-23,5.63
New Hampshire,,2021-01-24,5.88
New Hampshire,,2021-01-25,5.93
New Hampshire,,2021-01-26,5.99
New Hampshire,,2021-01-27,6.24
New Hampshire,,2021-01-28,6.52
New Hampshire,,2021-01-29,6.79
New Hampshire,,2021-01-30,7.07
New Hampshire,,2021-01-31,7.25
New Hampshire,,2021-02-01,7.36
New Hampshire,,2021-02-02,7.6
New Hampshire,,2021-02-03,7.65
New Hampshire,,2021-02-04,7.95
New Hampshire,,2021-02-05,8.28
New Hampshire,,2021-02-06,8.57
New Hampshire,,2021-02-07,8.79
New Hampshire,,2021-02-08,8.81
New Hampshire,,2021-02-09,8.91
New Hampshire,,2021-02-10,9.23
New Hampshire,,2021-02-11,9.62
New Hampshire,,2021-02-12,9.95
New Hampshire,,2021-02-13,10.38
New Hampshire,,2021-02-14,10.79
New Hampshire,,2021-02-16,11.12
New Hampshire,,2021-02-17,11.18
New Hampshire,,2021-02-18,11.55
New Hampshire,,2021-02-19,12.24
New Hampshire,,2021-02-20,12.63
New Hampshire,,2021-02-21,13.17
New Hampshire,,2021-02-22,14.13
New Hampshire,,2021-02-23,14.53
New Hampshire,,2021-02-24,14.95
New Hampshire,,2021-02-25,15.44
New Hampshire,,2021-02-26,15.87
New Hampshire,,2021-02-27,16.5
New Hampshire,,2021-02-28,17.17
New Hampshire,,2021-03-01,17.39
New Hampshire,,2021-03-02,17.75
New Hampshire,,2021-03-03,18.26
New Hampshire,,2021-03-04,18.81
New Hampshire,,2021-03-05,19.26
New Hampshire,,2021-03-06,19.87
New Hampshire,,2021-03-07,20.51
New Hampshire,,2021-03-08,20.76
New Hampshire,,2021-03-09,21.31
New Hampshire,,2021-03-10,21.91
New Hampshire,,2021-03-11,22.57
New Hampshire,,2021-03-12,23.21
New Hampshire,,2021-03-13,24.11
New Hampshire,,2021-03-14,24.54
New Hampshire,,2021-03-15,24.74
New Hampshire,,2021-03-16,25
New Hampshire,,2021-03-17,25.44
New Hampshire,,2021-03-18,25.95
New Hampshire,,2021-03-19,26.45
New Hampshire,,2021-03-20,27.09
New Hampshire,,2021-03-21,27.74
New Hampshire,,2021-03-22,28.02
New Hampshire,,2021-03-23,28.32
New Hampshire,,2021-03-24,28.68
New Hampshire,,2021-03-25,29.08
New Hampshire,,2021-03-26,29.39
